pr_number,total_commits,human_commits,bot_commits,agent_commits,pattern,contributors,pr_title,pr_created_at,pr_merged_at,error
5009,3,3,0,0,human_only,human,fix zip downloads,2024-11-14 21:18:23+00:00,2024-11-14 22:17:36+00:00,
5008,30,9,0,21,hybrid,"human, agent",Implement file-by-file download with progress,2024-11-14 21:01:28+00:00,2024-12-18 13:37:43+00:00,
5007,1,0,0,1,agent_only,agent,Add hello klingon greeting to README,2024-11-14 20:27:45+00:00,,
5006,5,5,0,0,human_only,human,Fix #4997,2024-11-14 20:17:11+00:00,2024-11-17 13:50:30+00:00,
5005,2,2,0,0,human_only,human,Gemini prompt caching,2024-11-14 20:12:37+00:00,,
5004,18,17,0,1,hybrid,"human, agent",Fix Issue #3325,2024-11-14 19:43:34+00:00,2024-11-26 15:52:37+00:00,
5003,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group across 1 directory with 21 updates,2024-11-14 17:26:22+00:00,,
5001,9,9,0,0,human_only,human,[fix eval] Fix issues with miniwob remote runtime evaluation,2024-11-14 16:25:33+00:00,2024-11-14 18:00:49+00:00,
5000,10,6,0,4,hybrid,"human, agent",[fix eval] Fix issues with aider_bench remote runtime evaluation,2024-11-14 16:24:14+00:00,2024-11-14 17:58:46+00:00,
4999,4,1,0,3,hybrid,"human, agent",Add GITHUB_USERNAME env var to resolver step,2024-11-14 15:26:39+00:00,2024-11-14 18:42:59+00:00,
4998,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group across 1 directory with 21 updates,2024-11-14 15:14:36+00:00,,
4996,1,0,1,0,bot_only,bot,chore(deps-dev): bump the eslint group in /frontend with 6 updates,2024-11-14 14:18:41+00:00,,
4994,11,11,0,0,human_only,human,feat(frontend): Wait for events before rendering messages,2024-11-14 11:42:01+00:00,2024-11-14 20:09:29+00:00,
4993,8,8,0,0,human_only,human,feat(frontend): Create push to Github action button in chat interface,2024-11-14 09:34:45+00:00,2024-11-15 15:12:13+00:00,
4992,1,1,0,0,human_only,human,fix(frontend): Emit user activation event if it is SaaS only,2024-11-14 08:34:46+00:00,,
4990,2,0,0,2,agent_only,agent,Fix markdown ordered lists counter reset,2024-11-14 01:02:04+00:00,,
4989,3,0,0,3,agent_only,agent,Fix markdown ordered list numbering,2024-11-13 23:26:20+00:00,2024-11-14 15:59:48+00:00,
4988,8,7,0,1,hybrid,"human, agent",fix file descriptor leaks,2024-11-13 22:45:17+00:00,2024-11-14 19:06:33+00:00,
4987,1,0,0,1,agent_only,agent,Fix resource leaks in runtime and server components,2024-11-13 22:28:38+00:00,,
4986,1,0,0,1,agent_only,agent,Fix issue #4985: [Bug]: Cannot exit the session when on Jupyter or Browser tab in the UI,2024-11-13 22:13:41+00:00,2024-11-14 15:06:35+00:00,
4983,10,9,0,1,hybrid,"human, agent",[Feat] Custom MicroAgents.,2024-11-13 20:27:20+00:00,2024-12-06 22:11:06+00:00,
4982,4,4,0,0,human_only,human,[DO NOT MERGE] add some debug logs,2024-11-13 20:17:39+00:00,,
4980,7,7,0,0,human_only,human,Refactor listen.py into sub-routes,2024-11-13 19:38:30+00:00,,
4979,1,1,0,0,human_only,human,Clean up file logs,2024-11-13 19:37:18+00:00,2024-11-13 20:17:22+00:00,
4978,5,5,0,0,human_only,human,feat(frontend): Display runtime ID in the browser console if available,2024-11-13 19:06:00+00:00,2024-11-15 14:38:31+00:00,
4977,16,14,0,2,hybrid,"human, agent",Context Window Exceeded fix,2024-11-13 18:35:46+00:00,2024-11-14 02:42:39+00:00,
4976,5,5,0,0,human_only,human,Simple initial rate limiting implementation,2024-11-13 18:02:11+00:00,2024-11-19 18:46:14+00:00,
4974,1,1,0,0,human_only,human,fix imports,2024-11-13 16:32:23+00:00,2024-11-13 17:04:16+00:00,
4973,3,1,0,2,hybrid,"human, agent",Revert changes outside of resolver directories,2024-11-13 16:30:56+00:00,2024-11-13 16:31:58+00:00,
4972,1,0,0,1,agent_only,agent,Fix mypy unreachable code errors in patch.py,2024-11-13 16:26:37+00:00,2024-11-13 16:26:57+00:00,
4971,9,9,0,0,human_only,human,handle exceptions more explicitly,2024-11-13 16:23:48+00:00,2024-11-19 18:46:03+00:00,
4970,1,1,0,0,human_only,human,fix docker leak,2024-11-13 15:50:42+00:00,2024-11-13 16:23:07+00:00,
4969,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group across 1 directory with 20 updates,2024-11-13 15:35:28+00:00,,
4966,1,0,1,0,bot_only,bot,chore(deps-dev): bump the eslint group in /frontend with 6 updates,2024-11-13 14:13:03+00:00,,
4965,1,0,1,0,bot_only,bot,chore(deps): bump the docusaurus group in /docs with 7 updates,2024-11-13 14:06:56+00:00,,
4964,30,10,0,20,hybrid,"human, agent",Integrate OpenHands resolver into main repository,2024-11-13 14:01:49+00:00,2024-11-14 14:45:46+00:00,
4962,2,2,0,0,human_only,human,"Add a ""community"" page with maintainer info",2024-11-13 13:35:20+00:00,2024-11-16 13:10:56+00:00,
4961,2,2,0,0,human_only,human,fix(frontend): Recover full message history if exists,2024-11-13 11:21:42+00:00,2024-11-13 13:38:31+00:00,
4958,3,1,0,2,hybrid,"human, agent",feat: Add multi-session browser support,2024-11-13 08:22:51+00:00,,
4955,11,7,0,4,hybrid,"human, agent",Fix user commands in terminal with function calling,2024-11-12 23:22:48+00:00,2024-11-14 19:14:36+00:00,
4954,2,2,0,0,human_only,human,Reconnecting websockets,2024-11-12 22:30:50+00:00,2024-11-13 07:38:26+00:00,
4953,6,0,0,6,agent_only,agent,Add rate limiting to FastAPI server,2024-11-12 21:13:33+00:00,,
4950,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group across 1 directory with 17 updates,2024-11-12 20:52:15+00:00,,
4949,4,4,0,0,human_only,human,Fix max iterations,2024-11-12 20:22:25+00:00,2024-11-12 21:09:43+00:00,
4948,4,4,0,0,human_only,human,feat(posthog): Add saas login event,2024-11-12 19:56:30+00:00,2024-11-12 20:37:59+00:00,
4947,1,1,0,0,human_only,human,Release 0.13.1,2024-11-12 19:17:23+00:00,2024-11-12 20:08:10+00:00,
4946,2,1,0,1,hybrid,"human, agent",Fix issue #4944: [Bug]: Missing GitHub token link in account settings,2024-11-12 19:00:10+00:00,2024-11-14 20:21:03+00:00,
4945,2,1,0,1,hybrid,"human, agent",Fix issue #4941: [Bug]: Browser tab does not reset after starting a new session,2024-11-12 18:58:05+00:00,2024-11-12 19:40:12+00:00,
4943,4,4,0,0,human_only,human,fix(evaluation): SWE-bench evaluation script supports multiprocessing,2024-11-12 18:33:06+00:00,2024-11-12 19:19:57+00:00,
4942,1,0,0,1,agent_only,agent,Fix issue #4941: [Bug]: Browser tab does not reset after starting a new session,2024-11-12 18:31:13+00:00,,
4940,1,1,0,0,human_only,human,feat(frontend): Move posthog key to config and upgrade posthog-js,2024-11-12 17:56:54+00:00,2024-11-13 07:56:04+00:00,
4937,9,8,0,1,hybrid,"human, agent","Fix issue #4912: [Bug]: BedrockException: ""The number of toolResult blocks at messages.2.content exceeds the number of toolUse blocks of previous turn."".",2024-11-12 16:01:37+00:00,2024-11-12 22:23:11+00:00,
4936,7,2,0,5,hybrid,"human, agent",Add rate limiting to server endpoints,2024-11-12 15:30:35+00:00,,
4935,2,2,0,0,human_only,human,fix(llm): bedrock throw errors if content contains empty string,2024-11-12 15:09:38+00:00,2024-11-12 15:53:23+00:00,
4934,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group across 1 directory with 15 updates,2024-11-12 14:46:29+00:00,,
4932,2,1,0,1,hybrid,"human, agent",Fix issue #4931: Make use of microagents configurable in `codeact_agent`,2024-11-12 14:43:08+00:00,2024-11-12 15:42:14+00:00,
4930,1,0,1,0,bot_only,bot,chore(deps-dev): bump the eslint group in /frontend with 6 updates,2024-11-12 14:20:31+00:00,,
4929,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group across 1 directory with 15 updates,2024-11-12 12:03:37+00:00,,
4928,1,1,0,0,human_only,human,refactor(frontend): Improve chat input padding,2024-11-12 11:45:24+00:00,2024-11-14 20:19:04+00:00,
4927,2,2,0,0,human_only,human,Update litellm,2024-11-12 10:46:48+00:00,2024-11-12 11:24:19+00:00,
4926,1,1,0,0,human_only,human,fix(frontend): Remove dotted outline on focus,2024-11-12 10:37:19+00:00,2024-11-12 16:27:06+00:00,
4925,5,5,0,0,human_only,human,feat(frontend): Keep prompt after project upload or repo selection,2024-11-12 10:28:53+00:00,2024-11-15 14:56:47+00:00,
4923,3,3,0,0,human_only,human,test(frontend): Fix failing e2e test due to mock delay,2024-11-12 09:04:27+00:00,2024-11-12 10:50:38+00:00,
4922,1,0,0,1,agent_only,agent,Fix issue #4842: [Bug]: Suggestions set into the chat input at /app contain quotations,2024-11-12 08:51:37+00:00,,
4921,1,1,0,0,human_only,human,fix(frontend): Remove quotes from suggestion,2024-11-12 08:50:42+00:00,2024-11-12 10:30:43+00:00,
4919,7,0,0,7,agent_only,agent,Add WSL unit test workflow,2024-11-12 03:10:21+00:00,,
4918,1,0,0,1,agent_only,agent,Add WSL workflow for Python unit tests,2024-11-12 03:00:34+00:00,,
4916,10,0,0,10,agent_only,agent,Add WSL workflow for Python unit tests,2024-11-12 01:34:10+00:00,,
4914,3,0,0,3,agent_only,agent,Add WSL workflow for Python unit tests,2024-11-12 00:53:23+00:00,,
4913,6,6,0,0,human_only,human,[DO NOT MERGE] patch branch,2024-11-11 23:11:19+00:00,,
4911,6,0,0,6,agent_only,agent,Add GitHub Actions workflow for WSL unit tests,2024-11-11 22:49:09+00:00,,
4910,2,2,0,0,human_only,human,"Revert ""Add rate limiting to server endpoints""",2024-11-11 22:41:18+00:00,2024-11-11 23:26:49+00:00,
4909,5,5,0,0,human_only,human, update to use github client lib,2024-11-11 22:37:35+00:00,2024-11-12 00:56:50+00:00,
4908,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group across 1 directory with 16 updates,2024-11-11 22:33:04+00:00,,
4907,4,4,0,0,human_only,human,use the GitHub client library for requests,2024-11-11 22:32:38+00:00,,
4906,5,5,0,0,human_only,human,Move to using the GitHub client library,2024-11-11 22:29:43+00:00,,
4904,5,5,0,0,human_only,human,Fix resume runtime after a pause,2024-11-11 21:26:33+00:00,2024-11-12 14:03:02+00:00,
4903,1,1,0,0,human_only,human,Fix: [Bug]  Do not render editor action buttons (save/discard) when displaying non-code files,2024-11-11 21:09:44+00:00,2024-11-14 07:09:28+00:00,
4902,2,2,0,0,human_only,human,fix remote runtimes,2024-11-11 20:45:11+00:00,2024-11-12 00:02:34+00:00,
4900,16,15,0,1,hybrid,"human, agent","Refactor sessions a bit, and fix issue where runtimes get killed",2024-11-11 18:41:04+00:00,2024-11-12 16:20:36+00:00,
4898,4,4,0,0,human_only,human,Support displaying images/videos/pdfs in the workspace,2024-11-11 16:43:08+00:00,2024-11-11 18:22:17+00:00,
4897,1,0,0,1,agent_only,agent,Fix issue #4896: [Bug]: Fix failing workflows,2024-11-11 16:05:57+00:00,,
4895,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group across 1 directory with 13 updates,2024-11-11 15:12:02+00:00,,
4892,1,0,1,0,bot_only,bot,chore(deps-dev): bump the eslint group in /frontend with 6 updates,2024-11-11 14:21:39+00:00,,
4889,2,2,0,0,human_only,human,feat(frontend): Add feedback button,2024-11-11 09:38:12+00:00,,
4888,4,4,0,0,human_only,human,add --silent to oh instructions for frontend tests to minimize token usage,2024-11-11 09:23:21+00:00,,
4887,1,1,0,0,human_only,human,test(frontend): Pass failing tests,2024-11-11 09:17:27+00:00,2024-11-11 09:49:57+00:00,
4886,2,2,0,0,human_only,human,feat(posthog): Emit user activated event,2024-11-11 08:58:47+00:00,2024-11-11 21:31:41+00:00,
4885,2,0,0,2,agent_only,agent,Fix issue #4884: (chore) add missing FE translations,2024-11-11 08:28:03+00:00,2024-11-11 10:09:46+00:00,
4881,30,29,0,1,hybrid,"human, agent",refactor: Replace pexpect with libtmux in BashSession,2024-11-10 19:39:10+00:00,2025-01-03 21:22:13+00:00,
4879,18,18,0,0,human_only,human,Refactor websocket,2024-11-10 16:52:22+00:00,2024-11-11 22:36:07+00:00,
4878,5,4,0,1,hybrid,"human, agent",Issue #4399 : Replaced all occurences,2024-11-10 15:37:38+00:00,2024-11-12 09:58:09+00:00,
4874,1,0,0,1,agent_only,agent,Update llms.md w/ more recent results,2024-11-10 02:38:36+00:00,2024-11-10 03:12:10+00:00,
4873,4,4,0,0,human_only,human,fix infinite loop,2024-11-09 23:00:36+00:00,2024-11-11 10:59:43+00:00,
4872,4,4,0,0,human_only,human,Fix logout,2024-11-09 22:17:47+00:00,,
4871,4,3,0,1,hybrid,"human, agent",fix: remove duplicate claude-3-5-sonnet-20241022 model from VERIFIED_MODELS,2024-11-09 20:51:49+00:00,2024-11-09 21:41:56+00:00,
4869,7,7,0,0,human_only,human,fix: improve remote runtime reliability on large-scale evaluation,2024-11-09 18:58:53+00:00,2024-11-09 20:17:10+00:00,
4868,2,0,0,2,agent_only,agent,Refactor listen.py into smaller modules,2024-11-09 16:34:52+00:00,,
4867,5,2,0,3,hybrid,"human, agent",Add rate limiting to server endpoints,2024-11-09 16:27:05+00:00,2024-11-11 21:54:22+00:00,
4861,1,0,0,1,agent_only,agent,Fix issue #4859: [Bug]: Regression on copy-paste text into the chat prompt input box,2024-11-09 06:34:42+00:00,,
4860,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group across 1 directory with 13 updates,2024-11-09 05:15:19+00:00,,
4858,3,3,0,0,human_only,human,Adds missing spanish translations,2024-11-09 03:24:19+00:00,2024-11-09 04:14:55+00:00,
4856,7,0,0,7,agent_only,agent,feat: add browser control toggle in FE UI settings,2024-11-09 01:59:54+00:00,,
4855,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group across 1 directory with 20 updates,2024-11-08 23:07:37+00:00,,
4854,8,8,0,0,human_only,human,Don't persist cache on reload,2024-11-08 21:09:01+00:00,2024-11-08 22:31:24+00:00,
4853,15,11,0,4,hybrid,"human, agent",Add signed cookie-based GitHub authentication caching,2024-11-08 20:37:54+00:00,2024-11-08 22:19:34+00:00,
4852,3,0,0,3,agent_only,agent,Add signed cookie-based GitHub authentication caching,2024-11-08 20:29:09+00:00,,
4851,2,0,0,2,agent_only,agent,Add cookie-based GitHub authentication caching,2024-11-08 20:23:38+00:00,,
4850,1,1,0,0,human_only,human,Move assets/icons to dedicated folder,2024-11-08 20:00:58+00:00,2024-11-11 20:17:04+00:00,
4849,1,1,0,0,human_only,human,Release 0.13.0,2024-11-08 19:59:43+00:00,2024-11-08 22:24:56+00:00,
4847,1,1,0,0,human_only,human,fix(browser): reduce the info we put into a webpage,2024-11-08 18:34:08+00:00,,
4846,1,1,0,0,human_only,human,"Revert ""(feat): Prompt engineering to remind o1 to generate a patch""",2024-11-08 15:41:22+00:00,2024-11-08 16:12:57+00:00,
4845,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group across 1 directory with 20 updates,2024-11-08 15:31:57+00:00,,
4844,1,0,1,0,bot_only,bot,chore(deps-dev): bump the eslint group in /frontend with 6 updates,2024-11-08 14:51:46+00:00,,
4843,1,0,0,1,agent_only,agent,Update openhands-resolver.yml to remove issue number,2024-11-08 13:58:38+00:00,2024-11-08 15:13:57+00:00,
4840,1,1,0,0,human_only,human,Make trajectories_path support file path,2024-11-08 06:01:51+00:00,2024-11-08 06:26:12+00:00,
4837,1,1,0,0,human_only,human,Adds missing localization and translation to spanish,2024-11-08 01:50:12+00:00,2024-11-08 07:33:19+00:00,
4834,2,2,0,0,human_only,human,fixes for upcoming changes to remote API,2024-11-07 19:46:42+00:00,2024-11-11 19:51:15+00:00,
4833,2,2,0,0,human_only,human,UX: Show a loading indicator when downloading a zip,2024-11-07 18:13:05+00:00,2024-11-08 07:28:18+00:00,
4832,8,2,0,6,hybrid,"human, agent","Fix issue #4830: [Bug]: Copy-paste into the ""What do you want to build?"" bar doesn't work",2024-11-07 18:06:03+00:00,2024-11-08 05:20:44+00:00,
4831,5,3,0,2,hybrid,"human, agent",Fix issue #4828: [Bug]: Chat interface empty state flickers for a brief moment until messages load,2024-11-07 17:58:13+00:00,,
4829,1,1,0,0,human_only,human,fix(frontend): Remove runtime indicator,2024-11-07 17:50:54+00:00,2024-11-07 18:37:59+00:00,
4826,1,1,0,0,human_only,human,fix(agent controller): misplaced runtime.connect that cause swebench workspace to fail,2024-11-07 16:08:53+00:00,2024-11-07 17:50:33+00:00,
4825,3,3,0,0,human_only,human,fix(RemoteRuntime): add retry for pod status after /start,2024-11-07 15:49:23+00:00,2024-11-07 16:22:47+00:00,
4824,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group across 1 directory with 20 updates,2024-11-07 15:02:33+00:00,,
4823,1,0,1,0,bot_only,bot,chore(deps-dev): bump the eslint group in /frontend with 6 updates,2024-11-07 14:31:03+00:00,,
4822,3,0,0,3,agent_only,agent,Fix issue #4820: [Bug]: litellm doesn't support function calling model from OpenRouter. bug cause codeactagent couldn't interact with  internet solely without ask  browser agent  for  help  ,2024-11-07 14:11:11+00:00,2024-11-25 16:26:27+00:00,
4821,1,0,0,1,agent_only,agent,Fix issue #4819: [Bug]: Logs are not printed out in headless command line mode,2024-11-07 14:02:20+00:00,,
4818,3,3,0,0,human_only,human,fix(frontend): Fix Jupyter tab overflow,2024-11-07 13:38:25+00:00,2024-11-07 14:48:10+00:00,
4816,5,5,0,0,human_only,human,feat(frontend): Cache request data,2024-11-07 11:47:19+00:00,2024-11-07 14:53:34+00:00,
4814,1,1,0,0,human_only,human,Create main.py,2024-11-07 07:35:00+00:00,,
4813,2,1,0,1,hybrid,"human, agent",Fix issue #4583: [Bug]: Unable to pull the full SWE-Bench test set,2024-11-07 03:12:01+00:00,2024-11-07 14:35:20+00:00,
4812,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group across 1 directory with 20 updates,2024-11-07 03:11:31+00:00,,
4810,1,0,0,1,agent_only,agent,Fix issue #4809: [Bug]: Model does not support image upload when usin…,2024-11-07 01:52:15+00:00,2024-11-07 02:28:16+00:00,
4807,30,27,3,0,hybrid,"bot, human",(feat): Prompt engineering to remind o1 to generate a patch,2024-11-06 23:38:12+00:00,2024-11-08 03:10:19+00:00,
4806,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group across 1 directory with 20 updates,2024-11-06 22:36:53+00:00,,
4802,12,12,0,0,human_only,human,Fix: Buffering zip downloads to files rather than holding in memory,2024-11-06 20:40:21+00:00,2024-11-07 17:24:31+00:00,
4801,2,1,0,1,hybrid,"human, agent","Revert ""Feature: Add ability to reconnect websockets""",2024-11-06 20:32:57+00:00,2024-11-07 01:56:39+00:00,
4800,1,1,0,0,human_only,human,Fix - terminal not working,2024-11-06 19:50:43+00:00,2024-11-06 20:34:43+00:00,
4799,1,1,0,0,human_only,human,fix(agent): not default to /repo path,2024-11-06 19:43:50+00:00,2024-11-06 20:21:42+00:00,
4798,6,6,0,0,human_only,human,feat(posthog): Emit useful events,2024-11-06 19:28:28+00:00,2024-11-07 16:16:33+00:00,
4796,2,2,0,0,human_only,human,Fix init order in the agent controller,2024-11-06 18:30:24+00:00,2024-11-06 22:44:12+00:00,
4795,1,0,0,1,agent_only,agent,Fix issue #4776: [Bug]: Files are not uploaded to the environment (SWE-Bench),2024-11-06 18:30:07+00:00,2024-11-06 19:05:07+00:00,
4794,3,3,0,0,human_only,human,feat(posthog): Identify users logged in with GitHub,2024-11-06 18:20:09+00:00,2024-11-07 08:37:07+00:00,
4793,2,2,0,0,human_only,human,feat: give descriptive name to downloaded zip file,2024-11-06 18:14:32+00:00,,
4792,1,1,0,0,human_only,human,Update leftover versions,2024-11-06 16:52:00+00:00,2024-11-06 17:21:38+00:00,
4791,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group across 1 directory with 19 updates,2024-11-06 15:02:49+00:00,,
4789,1,0,1,0,bot_only,bot,chore(deps): bump the docusaurus group in /docs with 7 updates,2024-11-06 14:34:44+00:00,2024-11-06 15:44:32+00:00,
4788,8,0,0,8,agent_only,agent,feat: Add message truncation to runtime observations,2024-11-06 14:27:17+00:00,,
4787,1,0,1,0,bot_only,bot,chore(deps-dev): bump the eslint group in /frontend with 6 updates,2024-11-06 14:16:14+00:00,,
4786,1,1,0,0,human_only,human,docs: update docker run cmd in readme.md,2024-11-06 14:03:55+00:00,,
4785,1,1,0,0,human_only,human,ALL-677 fix(frontend) Truncate long CMD outputs to prevent UI freezing,2024-11-06 12:52:17+00:00,2024-11-06 15:43:26+00:00,
4784,1,0,0,1,agent_only,agent,Fix issue #4783: [Bug]: Tool call metadata should NOT be None when function calling is enabled,2024-11-06 10:55:04+00:00,,
4782,9,8,0,1,hybrid,"human, agent",Replace file editor with openhands-aci,2024-11-06 09:31:30+00:00,2024-11-12 13:26:33+00:00,
4781,1,0,0,1,agent_only,agent,Fix issue #4780: [Bug]: Initial query is not cleared after submission,2024-11-06 09:22:26+00:00,2024-11-06 09:54:15+00:00,
4778,6,6,0,0,human_only,human,"fix(agent, browsing): too long tool description for openai",2024-11-06 03:03:15+00:00,2024-11-07 16:11:08+00:00,
4777,1,0,0,1,agent_only,agent,Adding PR number variable to openhands-resolver,2024-11-06 02:00:14+00:00,2024-11-06 02:26:04+00:00,
4775,1,0,0,1,agent_only,agent,"Fix issue #4774: [Bug]: ""Import Project"" button does not work as expected",2024-11-06 00:29:47+00:00,,
4773,30,30,0,0,human_only,human,Support for VisualWebArena evaluation in OpenHands,2024-11-06 00:15:59+00:00,2025-01-23 20:18:30+00:00,
4772,8,7,0,1,hybrid,"human, agent",Fix: Implement caching for clientLoader to prevent repeated calls,2024-11-05 23:47:23+00:00,2024-11-06 17:51:09+00:00,
4771,3,3,0,0,human_only,human,remove clientLoader refs,2024-11-05 23:38:50+00:00,,
4770,2,0,0,2,agent_only,agent,Handle GitHub API rate limits properly,2024-11-05 23:19:28+00:00,,
4768,6,2,0,4,hybrid,"human, agent",Reduce getConfig API calls by using parent route values,2024-11-05 23:13:29+00:00,,
4767,6,6,0,0,human_only,human,Retry on github auth failure,2024-11-05 22:41:37+00:00,2024-11-07 16:57:06+00:00,
4766,2,2,0,0,human_only,human,Remove extra calls to isAuthenticated,2024-11-05 21:36:09+00:00,2024-11-05 22:09:44+00:00,
4765,1,1,0,0,human_only,human,Bugfix: fix session close,2024-11-05 18:35:46+00:00,2024-11-05 19:11:16+00:00,
4764,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group across 1 directory with 19 updates,2024-11-05 17:35:43+00:00,,
4762,6,1,0,5,hybrid,"human, agent",feat: add drag & paste image support to ChatInput,2024-11-05 16:50:05+00:00,2024-11-06 07:44:16+00:00,
4761,1,1,0,0,human_only,human,chore: update browser message to be more human-readable in UI,2024-11-05 16:33:25+00:00,2024-11-05 17:05:20+00:00,
4760,1,1,0,0,human_only,human,Patch release 0.12.3,2024-11-05 16:20:19+00:00,2024-11-05 16:53:08+00:00,
4758,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group across 1 directory with 19 updates,2024-11-05 15:48:24+00:00,,
4757,4,2,0,2,hybrid,"human, agent",Fix issue #4756: [Documentation] When GITHUB_TOKEN is provided automatically through the UI,2024-11-05 15:08:26+00:00,2024-11-05 15:50:39+00:00,
4755,1,0,1,0,bot_only,bot,chore(deps-dev): bump the eslint group in /frontend with 6 updates,2024-11-05 14:38:53+00:00,,
4753,5,5,0,0,human_only,human,Refactor: Shorter syntax.,2024-11-05 13:29:03+00:00,2024-11-05 16:09:14+00:00,
4751,1,1,0,0,human_only,human,feat(frontend): Redirect user to app after a project upload or repo selection (and add e2e tests),2024-11-05 11:11:54+00:00,2024-11-05 15:12:58+00:00,
4750,1,1,0,0,human_only,human,Fix sandbox runtime container image inconsistency,2024-11-05 07:07:27+00:00,,
4746,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group across 1 directory with 18 updates,2024-11-05 03:55:56+00:00,,
4745,30,30,0,0,human_only,human,feat: add VSCode to OpenHands runtime and UI,2024-11-05 03:49:41+00:00,2024-11-13 16:20:49+00:00,
4744,1,0,0,1,agent_only,agent,Improve server error handling,2024-11-05 03:11:32+00:00,,
4743,1,0,0,1,agent_only,agent,refactor: optimize error handling patterns,2024-11-04 23:04:18+00:00,,
4742,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group across 1 directory with 18 updates,2024-11-04 22:05:42+00:00,,
4741,1,1,0,0,human_only,human,Release 0.12.2,2024-11-04 20:45:37+00:00,2024-11-04 21:33:50+00:00,
4740,3,1,0,2,hybrid,"human, agent","Fix issue #4739: '[Bug]: The agent doesn'""'""'t know its name'",2024-11-04 20:32:26+00:00,2024-11-04 21:24:35+00:00,
4738,3,3,0,0,human_only,human,feat(llm): add new haiku into func calling support model,2024-11-04 19:56:13+00:00,2024-11-04 22:38:00+00:00,
4737,15,15,0,0,human_only,human,feat(frontend): Chat interface empty state,2024-11-04 19:51:24+00:00,2024-11-06 08:55:50+00:00,
4736,1,0,0,1,agent_only,agent,Fix issue #4735: Update msw mocks,2024-11-04 16:16:46+00:00,2024-11-04 16:58:56+00:00,
4734,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group across 1 directory with 17 updates,2024-11-04 15:57:09+00:00,,
4733,1,1,0,0,human_only,human,fix(frontend): Always return user is authed if mode is oss,2024-11-04 15:49:31+00:00,2024-11-04 16:24:23+00:00,
4732,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group across 1 directory with 18 updates,2024-11-04 15:15:53+00:00,,
4731,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group in /frontend with 12 updates,2024-11-04 14:47:43+00:00,,
4730,1,0,1,0,bot_only,bot,chore(deps-dev): bump the eslint group in /frontend with 6 updates,2024-11-04 14:44:28+00:00,,
4729,6,5,0,1,hybrid,"human, agent",Tweak log levels,2024-11-04 10:45:58+00:00,2024-11-11 22:51:56+00:00,
4728,2,2,0,0,human_only,human,History microfixes,2024-11-04 10:10:27+00:00,2024-11-04 15:37:22+00:00,
4727,1,1,0,0,human_only,human,feat(frontend): Update npm scripts for cross-platform compatibility with PowerShell and Unix shells,2024-11-04 09:41:56+00:00,2024-11-07 14:51:02+00:00,
4722,12,12,0,0,human_only,human,Various async fixes,2024-11-03 19:40:29+00:00,2024-11-04 15:08:09+00:00,
4721,1,1,0,0,human_only,human,Fix for #4717,2024-11-03 17:34:09+00:00,2024-11-04 00:24:01+00:00,
4720,4,3,0,1,hybrid,"human, agent",Fix list-files async calls,2024-11-03 16:50:09+00:00,2024-11-03 18:52:53+00:00,
4718,2,2,0,0,human_only,human,"Revert ""Fix permissions on __init__.py""",2024-11-03 14:16:04+00:00,2024-11-03 21:10:44+00:00,
4716,5,5,0,0,human_only,human,Fix input text flicker on submission (#4680),2024-11-03 12:40:23+00:00,,
4713,1,1,0,0,human_only,human,Fix permissions on __init__.py,2024-11-02 23:26:23+00:00,2024-11-03 14:14:42+00:00,
4712,1,1,0,0,human_only,human,Adding PR label trigger for openhands-resolver,2024-11-02 23:19:40+00:00,2024-11-03 00:19:30+00:00,
4711,30,30,0,0,human_only,human,feat(llm): convert function call request for non-funcall OSS model,2024-11-02 19:47:05+00:00,2024-11-14 16:40:10+00:00,
4710,11,10,0,1,hybrid,"human, agent",Logger fixes for openhands-resolver,2024-11-02 17:56:45+00:00,2024-11-05 16:49:32+00:00,
4709,5,4,0,1,hybrid,"human, agent",Update bug_template.yml to show app.all-hands.dev,2024-11-02 16:43:37+00:00,2024-11-05 01:47:22+00:00,
4707,2,2,0,0,human_only,human,fix auth when there are no allow lists,2024-11-02 15:39:50+00:00,2024-11-02 16:25:35+00:00,
4705,3,3,0,0,human_only,human,fix: use None check instead of falsy,2024-11-02 09:45:46+00:00,2024-11-02 16:44:03+00:00,
