number,title,state,created_at,updated_at,closed_at,merged_at,user,labels,label_names,label_count,has_labels,body_length,is_draft,month
5003,chore(deps): bump the version-all group across 1 directory with 21 updates,closed,2024-11-14 17:26:22+00:00,2024-11-15 15:20:23+00:00,2024-11-15 15:20:21+00:00,,dependabot[bot],"[{'name': 'python', 'color': '2b67c6', 'description': 'Pull requests that update Python code'}, {'name': 'dependencies', 'color': '0366d6', 'description': 'Pull requests that update a dependency file'}]","['python', 'dependencies']",2,True,65535,False,2024-11
5001,[fix eval] Fix issues with miniwob remote runtime evaluation,closed,2024-11-14 16:25:33+00:00,2024-11-14 21:27:04+00:00,2024-11-14 18:00:49+00:00,2024-11-14 18:00:49+00:00,ketan1741,[],['[NO LABEL]'],0,False,443,False,2024-11
5000,[fix eval] Fix issues with aider_bench remote runtime evaluation,closed,2024-11-14 16:24:14+00:00,2024-11-14 17:58:46+00:00,2024-11-14 17:58:46+00:00,2024-11-14 17:58:46+00:00,ketan1741,[],['[NO LABEL]'],0,False,453,False,2024-11
4999,Add GITHUB_USERNAME env var to resolver step,closed,2024-11-14 15:26:39+00:00,2024-11-14 18:43:00+00:00,2024-11-14 18:42:59+00:00,2024-11-14 18:42:59+00:00,neubig,[],['[NO LABEL]'],0,False,568,False,2024-11
4998,chore(deps): bump the version-all group across 1 directory with 21 updates,closed,2024-11-14 15:14:36+00:00,2024-11-14 17:26:27+00:00,2024-11-14 17:26:25+00:00,,dependabot[bot],"[{'name': 'python', 'color': '2b67c6', 'description': 'Pull requests that update Python code'}, {'name': 'dependencies', 'color': '0366d6', 'description': 'Pull requests that update a dependency file'}]","['python', 'dependencies']",2,True,65535,False,2024-11
4996,chore(deps-dev): bump the eslint group in /frontend with 6 updates,closed,2024-11-14 14:18:41+00:00,2024-11-14 14:58:42+00:00,2024-11-14 14:58:34+00:00,,dependabot[bot],"[{'name': 'dependencies', 'color': '0366d6', 'description': 'Pull requests that update a dependency file'}]",['dependencies'],1,True,65535,False,2024-11
4994,feat(frontend): Wait for events before rendering messages,closed,2024-11-14 11:42:01+00:00,2024-11-14 20:09:31+00:00,2024-11-14 20:09:29+00:00,2024-11-14 20:09:29+00:00,amanape,[],['[NO LABEL]'],0,False,1020,False,2024-11
4993,feat(frontend): Create push to Github action button in chat interface,closed,2024-11-14 09:34:45+00:00,2024-11-15 15:12:14+00:00,2024-11-15 15:12:13+00:00,2024-11-15 15:12:13+00:00,amanape,[],['[NO LABEL]'],0,False,1227,False,2024-11
4992,fix(frontend): Emit user activation event if it is SaaS only,closed,2024-11-14 08:34:46+00:00,2024-11-14 18:15:37+00:00,2024-11-14 18:15:32+00:00,,amanape,[],['[NO LABEL]'],0,False,763,True,2024-11
4990,Fix markdown ordered lists counter reset,closed,2024-11-14 01:02:04+00:00,2024-11-14 14:23:09+00:00,2024-11-14 14:23:09+00:00,,rbren,[],['[NO LABEL]'],0,False,1099,False,2024-11
4989,Fix markdown ordered list numbering,closed,2024-11-13 23:26:20+00:00,2024-11-14 15:59:51+00:00,2024-11-14 15:59:48+00:00,2024-11-14 15:59:48+00:00,rbren,[],['[NO LABEL]'],0,False,931,False,2024-11
4988,fix file descriptor leaks,closed,2024-11-13 22:45:17+00:00,2024-11-14 19:06:35+00:00,2024-11-14 19:06:33+00:00,2024-11-14 19:06:33+00:00,rbren,[],['[NO LABEL]'],0,False,840,False,2024-11
4987,Fix resource leaks in runtime and server components,closed,2024-11-13 22:28:38+00:00,2024-11-19 17:55:13+00:00,2024-11-19 17:55:13+00:00,,rbren,[],['[NO LABEL]'],0,False,1944,True,2024-11
4986,Fix issue #4985: [Bug]: Cannot exit the session when on Jupyter or Browser tab in the UI,closed,2024-11-13 22:13:41+00:00,2024-11-14 15:06:37+00:00,2024-11-14 15:06:35+00:00,2024-11-14 15:06:35+00:00,openhands-agent,[],['[NO LABEL]'],0,False,1688,False,2024-11
4983,[Feat] Custom MicroAgents.,closed,2024-11-13 20:27:20+00:00,2024-12-06 22:11:07+00:00,2024-12-06 22:11:06+00:00,2024-12-06 22:11:06+00:00,RajWorking,[],['[NO LABEL]'],0,False,821,False,2024-11
4982,[DO NOT MERGE] add some debug logs,closed,2024-11-13 20:17:39+00:00,2024-11-19 17:57:07+00:00,2024-11-19 17:57:07+00:00,,rbren,[],['[NO LABEL]'],0,False,434,True,2024-11
4980,Refactor listen.py into sub-routes,closed,2024-11-13 19:38:30+00:00,2024-11-26 13:16:50+00:00,2024-11-26 13:16:50+00:00,,rbren,[],['[NO LABEL]'],0,False,1972,True,2024-11
4979,Clean up file logs,closed,2024-11-13 19:37:18+00:00,2024-11-13 20:17:23+00:00,2024-11-13 20:17:22+00:00,2024-11-13 20:17:22+00:00,enyst,[],['[NO LABEL]'],0,False,2284,False,2024-11
4978,feat(frontend): Display runtime ID in the browser console if available,closed,2024-11-13 19:06:00+00:00,2024-11-15 14:38:34+00:00,2024-11-15 14:38:31+00:00,2024-11-15 14:38:31+00:00,amanape,[],['[NO LABEL]'],0,False,913,False,2024-11
4977,Context Window Exceeded fix,closed,2024-11-13 18:35:46+00:00,2024-11-14 22:33:43+00:00,2024-11-14 02:42:39+00:00,2024-11-14 02:42:39+00:00,enyst,[],['[NO LABEL]'],0,False,1213,False,2024-11
4976,Simple initial rate limiting implementation,closed,2024-11-13 18:02:11+00:00,2024-11-19 18:46:17+00:00,2024-11-19 18:46:14+00:00,2024-11-19 18:46:14+00:00,rbren,[],['[NO LABEL]'],0,False,933,False,2024-11
4974,fix imports,closed,2024-11-13 16:32:23+00:00,2024-11-13 17:04:17+00:00,2024-11-13 17:04:17+00:00,2024-11-13 17:04:16+00:00,rbren,[],['[NO LABEL]'],0,False,809,False,2024-11
4973,Revert changes outside of resolver directories,closed,2024-11-13 16:30:56+00:00,2024-11-13 16:48:13+00:00,2024-11-13 16:31:59+00:00,2024-11-13 16:31:58+00:00,neubig,[],['[NO LABEL]'],0,False,522,False,2024-11
4972,Fix mypy unreachable code errors in patch.py,closed,2024-11-13 16:26:37+00:00,2024-11-13 16:43:26+00:00,2024-11-13 16:26:57+00:00,2024-11-13 16:26:57+00:00,neubig,[],['[NO LABEL]'],0,False,701,False,2024-11
4971,handle exceptions more explicitly,closed,2024-11-13 16:23:48+00:00,2024-11-19 18:46:05+00:00,2024-11-19 18:46:03+00:00,2024-11-19 18:46:03+00:00,rbren,[],['[NO LABEL]'],0,False,847,False,2024-11
4970,fix docker leak,closed,2024-11-13 15:50:42+00:00,2024-11-13 16:23:09+00:00,2024-11-13 16:23:07+00:00,2024-11-13 16:23:07+00:00,rbren,[],['[NO LABEL]'],0,False,1264,False,2024-11
4969,chore(deps): bump the version-all group across 1 directory with 20 updates,closed,2024-11-13 15:35:28+00:00,2024-11-14 15:13:37+00:00,2024-11-14 15:13:35+00:00,,dependabot[bot],"[{'name': 'python', 'color': '2b67c6', 'description': 'Pull requests that update Python code'}, {'name': 'dependencies', 'color': '0366d6', 'description': 'Pull requests that update a dependency file'}]","['python', 'dependencies']",2,True,65535,False,2024-11
4966,chore(deps-dev): bump the eslint group in /frontend with 6 updates,closed,2024-11-13 14:13:03+00:00,2024-11-13 18:02:47+00:00,2024-11-13 18:02:43+00:00,,dependabot[bot],"[{'name': 'dependencies', 'color': '0366d6', 'description': 'Pull requests that update a dependency file'}]",['dependencies'],1,True,65535,False,2024-11
4965,chore(deps): bump the docusaurus group in /docs with 7 updates,closed,2024-11-13 14:06:56+00:00,2024-11-13 19:38:47+00:00,2024-11-13 19:38:44+00:00,,dependabot[bot],"[{'name': 'dependencies', 'color': '0366d6', 'description': 'Pull requests that update a dependency file'}]",['dependencies'],1,True,40312,False,2024-11
4964,Integrate OpenHands resolver into main repository,closed,2024-11-13 14:01:49+00:00,2024-11-14 14:45:48+00:00,2024-11-14 14:45:46+00:00,2024-11-14 14:45:46+00:00,neubig,[],['[NO LABEL]'],0,False,1017,False,2024-11
4962,"Add a ""community"" page with maintainer info",closed,2024-11-13 13:35:20+00:00,2024-11-16 13:11:18+00:00,2024-11-16 13:10:56+00:00,2024-11-16 13:10:56+00:00,neubig,[],['[NO LABEL]'],0,False,1070,False,2024-11
4961,fix(frontend): Recover full message history if exists,closed,2024-11-13 11:21:42+00:00,2024-11-13 13:38:32+00:00,2024-11-13 13:38:31+00:00,2024-11-13 13:38:31+00:00,amanape,[],['[NO LABEL]'],0,False,1025,False,2024-11
4958,feat: Add multi-session browser support,closed,2024-11-13 08:22:51+00:00,2024-11-13 08:28:41+00:00,2024-11-13 08:28:37+00:00,,baladithyab,[],['[NO LABEL]'],0,False,836,False,2024-11
4955,Fix user commands in terminal with function calling,closed,2024-11-12 23:22:48+00:00,2024-11-14 19:14:37+00:00,2024-11-14 19:14:36+00:00,2024-11-14 19:14:36+00:00,enyst,[],['[NO LABEL]'],0,False,2272,False,2024-11
4954,Reconnecting websockets,closed,2024-11-12 22:30:50+00:00,2024-11-13 12:59:17+00:00,2024-11-13 07:38:26+00:00,2024-11-13 07:38:26+00:00,tofarr,[],['[NO LABEL]'],0,False,708,False,2024-11
4953,Add rate limiting to FastAPI server,closed,2024-11-12 21:13:33+00:00,2024-11-12 21:50:18+00:00,2024-11-12 21:36:02+00:00,,rbren,[],['[NO LABEL]'],0,False,634,False,2024-11
4950,chore(deps): bump the version-all group across 1 directory with 17 updates,closed,2024-11-12 20:52:15+00:00,2024-11-13 15:34:39+00:00,2024-11-13 15:34:37+00:00,,dependabot[bot],"[{'name': 'python', 'color': '2b67c6', 'description': 'Pull requests that update Python code'}, {'name': 'dependencies', 'color': '0366d6', 'description': 'Pull requests that update a dependency file'}]","['python', 'dependencies']",2,True,65535,False,2024-11
4949,Fix max iterations,closed,2024-11-12 20:22:25+00:00,2024-11-12 21:09:44+00:00,2024-11-12 21:09:43+00:00,2024-11-12 21:09:43+00:00,tofarr,[],['[NO LABEL]'],0,False,752,False,2024-11
4948,feat(posthog): Add saas login event,closed,2024-11-12 19:56:30+00:00,2024-11-12 20:38:00+00:00,2024-11-12 20:37:59+00:00,2024-11-12 20:37:59+00:00,amanape,[],['[NO LABEL]'],0,False,763,False,2024-11
4947,Release 0.13.1,closed,2024-11-12 19:17:23+00:00,2024-11-12 20:08:12+00:00,2024-11-12 20:08:10+00:00,2024-11-12 20:08:10+00:00,mamoodi,[],['[NO LABEL]'],0,False,781,False,2024-11
4946,Fix issue #4944: [Bug]: Missing GitHub token link in account settings,closed,2024-11-12 19:00:10+00:00,2024-11-14 20:21:05+00:00,2024-11-14 20:21:03+00:00,2024-11-14 20:21:03+00:00,openhands-agent,[],['[NO LABEL]'],0,False,1591,False,2024-11
4945,Fix issue #4941: [Bug]: Browser tab does not reset after starting a new session,closed,2024-11-12 18:58:05+00:00,2024-11-12 19:40:13+00:00,2024-11-12 19:40:12+00:00,2024-11-12 19:40:12+00:00,openhands-agent,[],['[NO LABEL]'],0,False,1670,False,2024-11
4943,fix(evaluation): SWE-bench evaluation script supports multiprocessing,closed,2024-11-12 18:33:06+00:00,2024-11-12 19:19:59+00:00,2024-11-12 19:19:57+00:00,2024-11-12 19:19:57+00:00,csmith49,[],['[NO LABEL]'],0,False,1659,False,2024-11
4942,Fix issue #4941: [Bug]: Browser tab does not reset after starting a new session,closed,2024-11-12 18:31:13+00:00,2024-11-12 18:51:45+00:00,2024-11-12 18:51:42+00:00,,openhands-agent,[],['[NO LABEL]'],0,False,1663,True,2024-11
4940,feat(frontend): Move posthog key to config and upgrade posthog-js,closed,2024-11-12 17:56:54+00:00,2024-11-13 07:56:05+00:00,2024-11-13 07:56:04+00:00,2024-11-13 07:56:04+00:00,amanape,[],['[NO LABEL]'],0,False,778,False,2024-11
4937,"Fix issue #4912: [Bug]: BedrockException: ""The number of toolResult blocks at messages.2.content exceeds the number of toolUse blocks of previous turn."".",closed,2024-11-12 16:01:37+00:00,2024-11-12 22:23:13+00:00,2024-11-12 22:23:11+00:00,2024-11-12 22:23:11+00:00,openhands-agent,[],['[NO LABEL]'],0,False,1608,False,2024-11
4936,Add rate limiting to server endpoints,closed,2024-11-12 15:30:35+00:00,2024-11-12 21:08:20+00:00,2024-11-12 21:08:20+00:00,,rbren,[],['[NO LABEL]'],0,False,906,True,2024-11
4935,fix(llm): bedrock throw errors if content contains empty string,closed,2024-11-12 15:09:38+00:00,2024-12-10 13:32:24+00:00,2024-11-12 15:53:23+00:00,2024-11-12 15:53:23+00:00,xingyaoww,[],['[NO LABEL]'],0,False,940,False,2024-11
4934,chore(deps): bump the version-all group across 1 directory with 15 updates,closed,2024-11-12 14:46:29+00:00,2024-11-12 20:51:35+00:00,2024-11-12 20:51:33+00:00,,dependabot[bot],"[{'name': 'python', 'color': '2b67c6', 'description': 'Pull requests that update Python code'}, {'name': 'dependencies', 'color': '0366d6', 'description': 'Pull requests that update a dependency file'}]","['python', 'dependencies']",2,True,65535,False,2024-11
4932,Fix issue #4931: Make use of microagents configurable in `codeact_agent`,closed,2024-11-12 14:43:08+00:00,2024-11-12 15:42:53+00:00,2024-11-12 15:42:14+00:00,2024-11-12 15:42:14+00:00,openhands-agent,[],['[NO LABEL]'],0,False,1716,False,2024-11
4930,chore(deps-dev): bump the eslint group in /frontend with 6 updates,closed,2024-11-12 14:20:31+00:00,2024-11-12 16:27:31+00:00,2024-11-12 16:27:27+00:00,,dependabot[bot],"[{'name': 'dependencies', 'color': '0366d6', 'description': 'Pull requests that update a dependency file'}]",['dependencies'],1,True,65535,False,2024-11
4929,chore(deps): bump the version-all group across 1 directory with 15 updates,closed,2024-11-12 12:03:37+00:00,2024-11-12 14:46:35+00:00,2024-11-12 14:46:33+00:00,,dependabot[bot],"[{'name': 'python', 'color': '2b67c6', 'description': 'Pull requests that update Python code'}, {'name': 'dependencies', 'color': '0366d6', 'description': 'Pull requests that update a dependency file'}]","['python', 'dependencies']",2,True,65535,False,2024-11
4928,refactor(frontend): Improve chat input padding,closed,2024-11-12 11:45:24+00:00,2024-11-14 20:19:06+00:00,2024-11-14 20:19:04+00:00,2024-11-14 20:19:04+00:00,amanape,[],['[NO LABEL]'],0,False,997,False,2024-11
4927,Update litellm,closed,2024-11-12 10:46:48+00:00,2024-11-12 11:24:20+00:00,2024-11-12 11:24:20+00:00,2024-11-12 11:24:19+00:00,enyst,[],['[NO LABEL]'],0,False,838,False,2024-11
4926,fix(frontend): Remove dotted outline on focus,closed,2024-11-12 10:37:19+00:00,2024-11-12 16:27:09+00:00,2024-11-12 16:27:06+00:00,2024-11-12 16:27:06+00:00,amanape,[],['[NO LABEL]'],0,False,949,False,2024-11
4925,feat(frontend): Keep prompt after project upload or repo selection,closed,2024-11-12 10:28:53+00:00,2024-11-15 14:56:49+00:00,2024-11-15 14:56:47+00:00,2024-11-15 14:56:47+00:00,amanape,[],['[NO LABEL]'],0,False,955,False,2024-11
4923,test(frontend): Fix failing e2e test due to mock delay,closed,2024-11-12 09:04:27+00:00,2024-11-12 10:50:39+00:00,2024-11-12 10:50:38+00:00,2024-11-12 10:50:38+00:00,amanape,[],['[NO LABEL]'],0,False,865,False,2024-11
4922,Fix issue #4842: [Bug]: Suggestions set into the chat input at /app contain quotations,closed,2024-11-12 08:51:37+00:00,2024-11-12 16:31:56+00:00,2024-11-12 16:31:56+00:00,,openhands-agent,[],['[NO LABEL]'],0,False,1548,True,2024-11
4921,fix(frontend): Remove quotes from suggestion,closed,2024-11-12 08:50:42+00:00,2024-11-12 10:30:45+00:00,2024-11-12 10:30:43+00:00,2024-11-12 10:30:43+00:00,amanape,[],['[NO LABEL]'],0,False,763,False,2024-11
4919,Add WSL unit test workflow,closed,2024-11-12 03:10:21+00:00,2024-11-14 14:23:12+00:00,2024-11-14 14:23:11+00:00,,neubig,[],['[NO LABEL]'],0,False,440,False,2024-11
4918,Add WSL workflow for Python unit tests,closed,2024-11-12 03:00:34+00:00,2024-11-12 03:16:56+00:00,2024-11-12 03:09:00+00:00,,neubig,[],['[NO LABEL]'],0,False,459,False,2024-11
4916,Add WSL workflow for Python unit tests,closed,2024-11-12 01:34:10+00:00,2024-11-12 02:35:59+00:00,2024-11-12 02:32:48+00:00,,neubig,[],['[NO LABEL]'],0,False,467,False,2024-11
4914,Add WSL workflow for Python unit tests,closed,2024-11-12 00:53:23+00:00,2024-11-12 01:20:07+00:00,2024-11-12 01:01:56+00:00,,neubig,[],['[NO LABEL]'],0,False,455,True,2024-11
4913,[DO NOT MERGE] patch branch,closed,2024-11-11 23:11:19+00:00,2024-11-12 00:15:56+00:00,2024-11-12 00:15:56+00:00,,rbren,[],['[NO LABEL]'],0,False,410,True,2024-11
4911,Add GitHub Actions workflow for WSL unit tests,closed,2024-11-11 22:49:09+00:00,2024-11-12 00:49:13+00:00,2024-11-12 00:48:59+00:00,,neubig,[],['[NO LABEL]'],0,False,803,True,2024-11
4910,"Revert ""Add rate limiting to server endpoints""",closed,2024-11-11 22:41:18+00:00,2024-11-11 23:26:50+00:00,2024-11-11 23:26:49+00:00,2024-11-11 23:26:49+00:00,rbren,[],['[NO LABEL]'],0,False,410,False,2024-11
4909, update to use github client lib,closed,2024-11-11 22:37:35+00:00,2024-11-12 00:56:51+00:00,2024-11-12 00:56:50+00:00,2024-11-12 00:56:50+00:00,rbren,[],['[NO LABEL]'],0,False,818,False,2024-11
4908,chore(deps): bump the version-all group across 1 directory with 16 updates,closed,2024-11-11 22:33:04+00:00,2024-11-12 12:03:03+00:00,2024-11-12 12:03:01+00:00,,dependabot[bot],"[{'name': 'python', 'color': '2b67c6', 'description': 'Pull requests that update Python code'}, {'name': 'dependencies', 'color': '0366d6', 'description': 'Pull requests that update a dependency file'}]","['python', 'dependencies']",2,True,65535,False,2024-11
4907,use the GitHub client library for requests,closed,2024-11-11 22:32:38+00:00,2024-11-11 22:37:19+00:00,2024-11-11 22:37:18+00:00,,rbren,[],['[NO LABEL]'],0,False,482,False,2024-11
4906,Move to using the GitHub client library,closed,2024-11-11 22:29:43+00:00,2024-11-11 22:31:25+00:00,2024-11-11 22:31:25+00:00,,rbren,[],['[NO LABEL]'],0,False,389,True,2024-11
4904,Fix resume runtime after a pause,closed,2024-11-11 21:26:33+00:00,2024-11-12 14:03:05+00:00,2024-11-12 14:03:02+00:00,2024-11-12 14:03:02+00:00,rbren,[],['[NO LABEL]'],0,False,1162,False,2024-11
4903,Fix: [Bug]  Do not render editor action buttons (save/discard) when displaying non-code files,closed,2024-11-11 21:09:44+00:00,2024-11-14 07:09:28+00:00,2024-11-14 07:09:28+00:00,2024-11-14 07:09:28+00:00,malhotra5,[],['[NO LABEL]'],0,False,545,False,2024-11
4902,fix remote runtimes,closed,2024-11-11 20:45:11+00:00,2024-11-12 00:02:35+00:00,2024-11-12 00:02:34+00:00,2024-11-12 00:02:34+00:00,rbren,[],['[NO LABEL]'],0,False,878,False,2024-11
4900,"Refactor sessions a bit, and fix issue where runtimes get killed",closed,2024-11-11 18:41:04+00:00,2024-11-12 16:20:37+00:00,2024-11-12 16:20:36+00:00,2024-11-12 16:20:36+00:00,rbren,[],['[NO LABEL]'],0,False,1158,False,2024-11
4898,Support displaying images/videos/pdfs in the workspace,closed,2024-11-11 16:43:08+00:00,2024-11-11 18:22:17+00:00,2024-11-11 18:22:17+00:00,2024-11-11 18:22:17+00:00,malhotra5,[],['[NO LABEL]'],0,False,729,False,2024-11
4897,Fix issue #4896: [Bug]: Fix failing workflows,closed,2024-11-11 16:05:57+00:00,2024-11-11 20:25:09+00:00,2024-11-11 20:25:08+00:00,,enyst,[],['[NO LABEL]'],0,False,812,True,2024-11
4895,chore(deps): bump the version-all group across 1 directory with 13 updates,closed,2024-11-11 15:12:02+00:00,2024-11-11 22:32:20+00:00,2024-11-11 22:32:18+00:00,,dependabot[bot],"[{'name': 'python', 'color': '2b67c6', 'description': 'Pull requests that update Python code'}, {'name': 'dependencies', 'color': '0366d6', 'description': 'Pull requests that update a dependency file'}]","['python', 'dependencies']",2,True,63080,False,2024-11
4892,chore(deps-dev): bump the eslint group in /frontend with 6 updates,closed,2024-11-11 14:21:39+00:00,2024-11-11 14:46:21+00:00,2024-11-11 14:46:18+00:00,,dependabot[bot],"[{'name': 'dependencies', 'color': '0366d6', 'description': 'Pull requests that update a dependency file'}]",['dependencies'],1,True,65535,False,2024-11
4889,feat(frontend): Add feedback button,closed,2024-11-11 09:38:12+00:00,2024-12-30 15:19:39+00:00,2024-12-30 15:19:38+00:00,,amanape,"[{'name': 'Stale', 'color': 'ededed', 'description': 'Inactive for 40 days'}]",['Stale'],1,True,909,False,2024-11
4888,add --silent to oh instructions for frontend tests to minimize token usage,closed,2024-11-11 09:23:21+00:00,2024-11-13 19:07:27+00:00,2024-11-13 19:07:27+00:00,,tobitege,"[{'name': 'enhancement', 'color': 'a2eeef', 'description': 'New feature or request'}]",['enhancement'],1,True,612,True,2024-11
4887,test(frontend): Pass failing tests,closed,2024-11-11 09:17:27+00:00,2024-11-11 09:49:57+00:00,2024-11-11 09:49:57+00:00,2024-11-11 09:49:57+00:00,amanape,[],['[NO LABEL]'],0,False,1433,False,2024-11
4886,feat(posthog): Emit user activated event,closed,2024-11-11 08:58:47+00:00,2024-11-11 21:31:43+00:00,2024-11-11 21:31:41+00:00,2024-11-11 21:31:41+00:00,amanape,[],['[NO LABEL]'],0,False,883,False,2024-11
4885,Fix issue #4884: (chore) add missing FE translations,closed,2024-11-11 08:28:03+00:00,2024-11-11 10:09:47+00:00,2024-11-11 10:09:46+00:00,2024-11-11 10:09:46+00:00,openhands-agent,[],['[NO LABEL]'],0,False,1612,False,2024-11
4881,refactor: Replace pexpect with libtmux in BashSession,closed,2024-11-10 19:39:10+00:00,2025-01-03 21:42:53+00:00,2025-01-03 21:22:13+00:00,2025-01-03 21:22:13+00:00,xingyaoww,[],['[NO LABEL]'],0,False,1995,False,2024-11
4879,Refactor websocket,closed,2024-11-10 16:52:22+00:00,2024-11-11 22:36:08+00:00,2024-11-11 22:36:07+00:00,2024-11-11 22:36:07+00:00,tofarr,[],['[NO LABEL]'],0,False,1354,False,2024-11
4878,Issue #4399 : Replaced all occurences,closed,2024-11-10 15:37:38+00:00,2024-11-12 09:58:09+00:00,2024-11-12 09:58:09+00:00,2024-11-12 09:58:09+00:00,Mr-Imperium,[],['[NO LABEL]'],0,False,460,False,2024-11
4874,Update llms.md w/ more recent results,closed,2024-11-10 02:38:36+00:00,2025-04-05 05:31:46+00:00,2024-11-10 03:12:10+00:00,2024-11-10 03:12:10+00:00,neubig,[],['[NO LABEL]'],0,False,852,False,2024-11
4873,fix infinite loop,closed,2024-11-09 23:00:36+00:00,2024-11-11 10:59:44+00:00,2024-11-11 10:59:43+00:00,2024-11-11 10:59:43+00:00,rbren,[],['[NO LABEL]'],0,False,825,False,2024-11
4872,Fix logout,closed,2024-11-09 22:17:47+00:00,2024-11-09 23:01:39+00:00,2024-11-09 23:01:39+00:00,,rbren,[],['[NO LABEL]'],0,False,1312,True,2024-11
4871,fix: remove duplicate claude-3-5-sonnet-20241022 model from VERIFIED_MODELS,closed,2024-11-09 20:51:49+00:00,2024-11-11 10:00:04+00:00,2024-11-09 21:41:56+00:00,2024-11-09 21:41:56+00:00,xingyaoww,[],['[NO LABEL]'],0,False,1090,False,2024-11
4869,fix: improve remote runtime reliability on large-scale evaluation,closed,2024-11-09 18:58:53+00:00,2024-11-09 20:17:11+00:00,2024-11-09 20:17:10+00:00,2024-11-09 20:17:10+00:00,xingyaoww,[],['[NO LABEL]'],0,False,1379,False,2024-11
4868,Refactor listen.py into smaller modules,closed,2024-11-09 16:34:52+00:00,2024-11-13 14:24:15+00:00,2024-11-13 14:24:15+00:00,,rbren,[],['[NO LABEL]'],0,False,470,True,2024-11
4867,Add rate limiting to server endpoints,closed,2024-11-09 16:27:05+00:00,2024-11-11 22:41:14+00:00,2024-11-11 21:54:22+00:00,2024-11-11 21:54:22+00:00,rbren,[],['[NO LABEL]'],0,False,1000,False,2024-11
4861,Fix issue #4859: [Bug]: Regression on copy-paste text into the chat prompt input box,closed,2024-11-09 06:34:42+00:00,2024-11-10 06:55:14+00:00,2024-11-10 06:55:14+00:00,,openhands-agent,[],['[NO LABEL]'],0,False,1576,True,2024-11
4860,chore(deps): bump the version-all group across 1 directory with 13 updates,closed,2024-11-09 05:15:19+00:00,2024-11-11 15:12:07+00:00,2024-11-11 15:12:05+00:00,,dependabot[bot],"[{'name': 'python', 'color': '2b67c6', 'description': 'Pull requests that update Python code'}, {'name': 'dependencies', 'color': '0366d6', 'description': 'Pull requests that update a dependency file'}]","['python', 'dependencies']",2,True,62983,False,2024-11
4858,Adds missing spanish translations,closed,2024-11-09 03:24:19+00:00,2024-11-09 04:14:56+00:00,2024-11-09 04:14:55+00:00,2024-11-09 04:14:55+00:00,danicruz0415,[],['[NO LABEL]'],0,False,369,False,2024-11
4856,feat: add browser control toggle in FE UI settings,closed,2024-11-09 01:59:54+00:00,2024-12-02 20:27:31+00:00,2024-12-02 20:27:30+00:00,,xingyaoww,[],['[NO LABEL]'],0,False,1894,True,2024-11
4855,chore(deps): bump the version-all group across 1 directory with 20 updates,closed,2024-11-08 23:07:37+00:00,2024-11-09 05:14:50+00:00,2024-11-09 05:14:49+00:00,,dependabot[bot],"[{'name': 'python', 'color': '2b67c6', 'description': 'Pull requests that update Python code'}, {'name': 'dependencies', 'color': '0366d6', 'description': 'Pull requests that update a dependency file'}]","['python', 'dependencies']",2,True,65535,False,2024-11
4854,Don't persist cache on reload,closed,2024-11-08 21:09:01+00:00,2024-11-08 22:31:25+00:00,2024-11-08 22:31:24+00:00,2024-11-08 22:31:24+00:00,rbren,[],['[NO LABEL]'],0,False,889,False,2024-11
4853,Add signed cookie-based GitHub authentication caching,closed,2024-11-08 20:37:54+00:00,2024-11-08 22:19:35+00:00,2024-11-08 22:19:34+00:00,2024-11-08 22:19:34+00:00,rbren,[],['[NO LABEL]'],0,False,1565,False,2024-11
4852,Add signed cookie-based GitHub authentication caching,closed,2024-11-08 20:29:09+00:00,2024-11-08 20:48:42+00:00,2024-11-08 20:44:56+00:00,,rbren,[],['[NO LABEL]'],0,False,1250,False,2024-11
4851,Add cookie-based GitHub authentication caching,closed,2024-11-08 20:23:38+00:00,2024-11-08 20:42:37+00:00,2024-11-08 20:29:44+00:00,,rbren,[],['[NO LABEL]'],0,False,1010,False,2024-11
4850,Move assets/icons to dedicated folder,closed,2024-11-08 20:00:58+00:00,2024-11-11 20:17:04+00:00,2024-11-11 20:17:04+00:00,2024-11-11 20:17:04+00:00,nafisreza,[],['[NO LABEL]'],0,False,518,False,2024-11
4849,Release 0.13.0,closed,2024-11-08 19:59:43+00:00,2024-11-08 22:24:57+00:00,2024-11-08 22:24:56+00:00,2024-11-08 22:24:56+00:00,mamoodi,[],['[NO LABEL]'],0,False,781,False,2024-11
4847,fix(browser): reduce the info we put into a webpage,closed,2024-11-08 18:34:08+00:00,2024-11-11 13:38:36+00:00,2024-11-11 13:38:36+00:00,,xingyaoww,[],['[NO LABEL]'],0,False,852,False,2024-11
4846,"Revert ""(feat): Prompt engineering to remind o1 to generate a patch""",closed,2024-11-08 15:41:22+00:00,2024-11-08 16:12:58+00:00,2024-11-08 16:12:57+00:00,2024-11-08 16:12:57+00:00,xingyaoww,[],['[NO LABEL]'],0,False,410,False,2024-11
4845,chore(deps): bump the version-all group across 1 directory with 20 updates,closed,2024-11-08 15:31:57+00:00,2024-11-08 23:07:42+00:00,2024-11-08 23:07:40+00:00,,dependabot[bot],"[{'name': 'python', 'color': '2b67c6', 'description': 'Pull requests that update Python code'}, {'name': 'dependencies', 'color': '0366d6', 'description': 'Pull requests that update a dependency file'}]","['python', 'dependencies']",2,True,65535,False,2024-11
